Protein names,Gene names,Ctrl N02,Ctrl N04,Ctrl N06,Ctrl N08,Ctrl N10,PD N01,PD N03,PD N05,PD N07,PD N09
Dipeptidyl aminopeptidase-like protein 6,DPP6,22.5047124226888,22.324143091837566,22.129093805948894,22.064278920491535,21.88741683959961,21.9962895711263,22.206000010172527,22.057809193929035,22.760913848876953,22.536795298258465
T-complex protein 1 subunit theta,CCT8,23.551816940307617,22.779048283894856,23.447614669799805,23.141997655232746,23.097218195597332,23.31779607137044,22.840339024861652,23.051982243855793,22.49450429280599,22.76776123046875
Ankyrin-2,ANK2,22.637505213419598,22.478153228759766,22.232776641845703,22.197861353556316,22.292522430419922,22.46595637003581,22.36351203918457,22.468229293823242,22.95797284444173,22.74770228068034
"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",ALDH6A1,22.702189763387043,23.02697690327962,22.744930903116863,23.176158269246418,22.663536071777344,22.72461191813151,22.465857187906902,22.667989095052082,22.573861440022785,22.425872802734375
Cytoskeleton-associated protein 4,CKAP4,22.95440673828125,22.4221674601237,22.732696533203125,22.947930018107098,23.111167271931965,22.65678342183431,22.002499262491863,22.712433497111004,20.983258565266926,21.84746487935384
Kinectin,KTN1,22.451314290364582,21.68771807352702,22.761634826660156,21.956414540608723,22.800540924072266,22.753557205200195,22.383138020833332,22.881651560465496,20.673795064290363,20.755741119384766
Fructose-bisphosphate aldolase A,ALDOA,26.124831517537434,26.26821517944336,26.323816935221355,26.42016537984212,26.23005549112956,26.195367177327473,26.310439427693684,26.292348861694336,26.367055892944336,26.16610272725423
Ubiquitin carboxyl-terminal hydrolase isozyme L1,UCHL1,25.57127062479655,25.457037607828777,25.827965418497723,25.613819758097332,26.115945180257157,26.3642152150472,26.108287811279297,26.101507822672527,25.29751459757487,25.159844080607098
Heat shock cognate 71 kDa protein,HSPA8,26.64568328857422,26.872726440429688,26.899843215942383,27.170747756958008,26.9125181833903,26.86154301961263,26.726598103841145,26.890263239542644,26.66516621907552,26.917498270670574
Neurofilament heavy polypeptide,NEFH,22.778657913208008,23.889694213867188,23.86055056254069,23.761533737182617,23.40658187866211,23.724729537963867,23.70123036702474,23.417682647705078,23.72479820251465,23.712910334269207
Sodium/potassium-transporting ATPase subunit alpha-3,ATP1A3,26.140487670898438,26.09620984395345,26.180083592732746,26.20177459716797,25.95848210652669,26.29977862040202,26.191190719604492,25.709370930989582,26.563411712646484,26.195884068806965
Endoplasmin,HSP90B1,24.681883494059246,24.4844175974528,24.068209330240887,24.415780385335285,24.18437131245931,24.145572026570637,24.23965581258138,24.057839075724285,23.804487228393555,24.039513905843098
T-complex protein 1 subunit alpha,TCP1,23.32222557067871,22.446097056070965,23.183508555094402,22.892754236857098,22.95575205485026,22.959107716878254,22.566418329874676,22.790815353393555,21.461795806884766,21.976261774698894
Voltage-dependent anion-selective channel protein 1,VDAC1,25.705830256144207,25.95806884765625,25.77220853169759,25.908742904663086,25.944960912068684,25.173189163208008,25.951770146687824,25.712334950764973,26.231959025065105,25.913904825846355
Ubiquitin-like modifier-activating enzyme 1,UBA1,23.490968068440754,23.02189000447591,23.796065012613933,23.392213821411133,23.522900263468426,23.463511784871418,23.328606923421223,23.67173957824707,22.919585545857746,22.927754084269207
"Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,24.777063369750977,24.662525812784832,24.586442311604817,24.683190663655598,24.68490982055664,24.444255193074543,24.532202402750652,24.598227818806965,24.887624104817707,24.640148798624676
V-type proton ATPase catalytic subunit A,ATP6V1A,23.865824381510418,23.74201202392578,23.721280415852863,23.676973342895508,23.77115821838379,24.179638544718426,23.922417958577473,23.873050689697266,23.720746994018555,23.787785212198894
"Isoleucine--tRNA ligase, cytoplasmic",IARS,22.89045778910319,22.607250849405926,23.288556416829426,22.913450876871746,23.470476150512695,22.49921480814616,22.966888427734375,22.96302604675293,21.574561436971027,21.67760721842448
"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed",PPIA,25.73777898152669,25.84894561767578,26.44231669108073,25.941426595052082,26.229073842366535,25.936267852783203,26.378830591837566,26.086668650309246,25.561060587565105,26.04178301493327
Acid ceramidase;Acid ceramidase subunit alpha;Acid ceramidase subunit beta,ASAH1,25.629470189412434,26.466039021809895,26.48097038269043,26.232442220052082,26.076363881429035,25.779040654500324,26.433863321940105,26.18403434753418,26.802433649698894,26.836801528930664
Dihydropyrimidinase-related protein 3,DPYSL3,23.790461858113606,23.524198532104492,22.97532081604004,23.181834538777668,22.927693049112957,23.805817286173504,23.529537836710613,23.74259885152181,23.44463348388672,23.55862808227539
MICOS complex subunit MIC60,IMMT,24.2047061920166,23.639828364054363,23.977814356486004,23.8271427154541,24.083489100138348,23.592835744222004,23.916409174601238,23.904436111450195,23.560681025187176,23.488314946492512
Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,27.6833979288737,28.373186747233074,28.149071375528973,28.392030715942383,27.872713724772137,27.856411616007488,28.19086201985677,28.2805658976237,28.442352930704754,28.586480458577473
"Aldehyde dehydrogenase, mitochondrial",ALDH2,24.57476043701172,24.535765329996746,24.423152923583984,24.68811798095703,24.678342819213867,24.258412679036457,24.444049835205078,24.386772791544598,24.94352912902832,24.577986399332683
Neurofilament medium polypeptide,NEFM,25.64892641703288,25.556466420491535,25.46486218770345,25.587851842244465,24.823901494344074,26.14203643798828,25.34111150105794,24.953444798787434,25.47457504272461,25.209543863932293
Heat shock protein HSP 90-alpha,HSP90AA1,26.495537439982098,26.74974314371745,26.895867665608723,27.14505132039388,26.86267026265462,26.58977762858073,26.504299799601238,26.831031163533527,26.338658650716145,26.322009404500324
"ATP-dependent 6-phosphofructokinase, muscle type",PFKM,23.523785909016926,23.324818929036457,23.44438934326172,23.497343063354492,23.166348775227863,23.187228520711262,23.111478169759113,23.002339045206707,23.41575876871745,23.42894681294759
Transketolase,TKT,24.592198689778645,24.400856018066406,24.055458068847656,24.258056640625,24.4473876953125,24.385779062906902,24.387768427530926,24.49749755859375,24.23156674702962,24.462854385375977
Peroxiredoxin-6,PRDX6,25.160018920898438,25.04424222310384,25.005448659261067,25.086929321289062,24.66065216064453,25.488140106201172,25.185335159301758,25.643409093221027,24.85370127360026,25.334494908650715
"Stress-70 protein, mitochondrial",HSPA9,24.827433268229168,24.498183568318684,24.699125289916992,24.933624903361004,24.919362386067707,24.48335138956706,24.579657872517902,24.710089365641277,25.010779062906902,24.796038309733074
"Malate dehydrogenase, mitochondrial",MDH2,26.277665456136067,26.193941116333008,26.164530436197918,26.3469721476237,26.111748377482098,26.252553304036457,26.00717544555664,26.098387400309246,26.456770579020183,26.405353546142578
Puromycin-sensitive aminopeptidase,NPEPPS,23.02676773071289,23.129046122233074,23.101247151692707,23.21241060892741,23.111733118693035,23.13809076944987,22.995877583821613,23.21618588765462,23.253861745198567,23.15583038330078
Triosephosphate isomerase,TPI1,26.48143196105957,26.502113978068035,26.535668690999348,26.620070775349934,26.340325673421223,26.456329345703125,26.48544692993164,26.560909271240234,26.274884541829426,26.644331614176433
"Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",GNB2L1,24.783165613810223,24.242096583048504,24.61933135986328,24.472538630167644,25.057404200236004,24.53730646769206,24.40069325764974,24.590006510416668,23.956565221150715,24.379554112752277
Alpha-internexin,INA,24.36897150675456,24.94704755147298,24.59297243754069,24.63278579711914,23.917336146036785,25.130077362060547,24.673688888549805,24.180164337158203,24.560234705607098,24.74843406677246
Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,CTSD,28.176015218098957,27.71677589416504,27.822048823038738,27.693091710408527,27.69447644551595,28.046971638997395,27.64028485616048,27.628547032674152,28.213193893432617,28.188138326009113
"Aspartate--tRNA ligase, cytoplasmic",DARS,24.168153762817383,23.591527938842773,23.968488693237305,23.699034372965496,24.448564529418945,23.832787195841473,23.81171226501465,24.057968139648438,23.206980387369793,23.007830301920574
Protein disulfide-isomerase A3,PDIA3,25.001623153686523,24.49579429626465,24.535258611043293,24.60578155517578,24.4241205851237,24.427230834960938,24.270224889119465,24.386681238810223,23.750752131144207,24.148154576619465
Contactin-1,CNTN1,23.467042287190754,23.52040672302246,23.15338071187337,23.262699127197266,22.93075434366862,23.938125610351562,23.134402592976887,23.237708409627277,23.83212725321452,23.791934331258137
"Aconitate hydratase, mitochondrial",ACO2,25.75590642293294,25.866418202718098,25.57284164428711,25.886925379435223,25.726739247639973,25.423434575398762,25.561336517333984,25.54784329732259,25.882543563842773,25.86775016784668
Phenylalanine--tRNA ligase beta subunit,FARSB,25.067976633707683,24.390976587931316,25.293176651000977,24.748076756795246,25.60134442647298,24.387308756510418,25.122371037801106,25.19744809468587,23.870398203531902,23.968655904134113
"2,3-cyclic-nucleotide 3-phosphodiesterase",CNP,24.796101888020832,25.506404240926106,25.199315388997395,25.48597017923991,24.795970916748047,26.46936289469401,25.374871571858723,25.157747268676758,26.099103927612305,26.014333089192707
Fructose-bisphosphate aldolase C,ALDOC,26.9651673634847,26.843490600585938,26.55056381225586,27.104317982991535,26.65082613627116,26.727104822794598,26.52252260843913,26.707948684692383,26.92317771911621,26.673744837443035
"60 kDa heat shock protein, mitochondrial",HSPD1,25.960615793863933,25.589882532755535,25.28077507019043,25.76305643717448,25.50450070699056,25.676015853881836,25.49623171488444,25.537800470987957,26.048515955607098,25.731875737508137
Creatine kinase B-type,CKB,26.629581451416016,26.950842539469402,26.646764755249023,27.117886225382488,26.933643976847332,26.34714953104655,26.753388086954754,26.860179901123047,26.856208165486652,26.638596216837566
Plectin,PLEC,22.070858637491863,22.241610844930012,22.246440887451172,21.964577356974285,21.789384206136067,22.286391576131184,22.5162353515625,23.005237579345703,22.18350092569987,22.024330139160156
Neurofilament light polypeptide,NEFL,26.51111348470052,26.205097834269207,26.102084477742512,26.28945477803548,25.688167572021484,27.016748428344727,26.088050842285156,25.737384796142578,26.286616643269856,26.086088180541992
Annexin A6,ANXA6,24.123746236165363,25.147940317789715,25.57663853963216,25.286327362060547,25.519107818603516,24.705685297648113,25.288891474405926,25.28971227010091,24.68681271870931,25.16920534769694
Vesicle-fusing ATPase,NSF,24.760128657023113,24.36954689025879,24.6094487508138,24.46320343017578,24.52210807800293,24.32368342081706,24.330926259358723,24.33963394165039,24.27537218729655,24.187252680460613
Dihydropyrimidinase-related protein 2,DPYSL2,26.920657475789387,27.033846537272137,26.605688730875652,26.854928334554035,26.284664154052734,26.974478403727215,26.83390935262044,26.566269556681316,27.060970942179363,27.063318252563477
"Glutamate dehydrogenase 1, mitochondrial;Glutamate dehydrogenase 2, mitochondrial",GLUD1;GLUD2,26.491074244181316,26.47929318745931,26.2632573445638,26.63800557454427,26.376824061075848,25.900168736775715,26.32689030965169,25.955893834431965,26.27093442281087,25.972832997639973
Alpha-enolase,ENO1,26.896188100179035,26.894102732340496,26.568286259969074,27.072073618570965,26.528589248657227,26.98706817626953,27.055254618326824,26.964331309000652,27.213080724080402,27.07151921590169
"ATP synthase subunit alpha, mitochondrial",ATP5A1,27.615488688151043,27.24501609802246,27.35556157430013,27.50577672322591,27.34697914123535,27.135732014973957,27.36406962076823,27.178069432576496,27.425453186035156,27.270320892333984
"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUFS1,23.936424891153973,23.39336903889974,23.323733647664387,23.406864802042644,23.573978424072266,23.555214564005535,23.579872131347656,23.573343912760418,23.67229652404785,23.672527313232425
Phosphoglycerate kinase 1,PGK1,25.786482493082683,25.808976491292317,25.74299430847168,26.01928774515788,25.560016632080078,25.770762761433918,25.63425572713216,25.697996139526367,25.792957941691082,25.84213129679362
78 kDa glucose-regulated protein,HSPA5,25.446640014648438,25.361541748046875,25.357967376708984,25.283645629882812,25.45508575439453,25.12139129638672,25.276087443033855,25.298295974731445,24.265652338663738,24.595706939697266
Hexokinase-1,HK1,25.06509272257487,25.056189854939777,24.881926854451496,25.10936991373698,25.0039005279541,24.88934262593587,25.061638514200848,24.749202092488606,25.437023162841797,25.48023859659831
Clathrin heavy chain 1,CLTC,25.240493138631184,25.436954498291016,25.44566281636556,25.33721669514974,25.54092280069987,25.241344451904297,25.322154362996418,25.468773523966473,25.06513277689616,25.088099161783855
Cytoplasmic dynein 1 heavy chain 1,DYNC1H1,23.904346466064453,23.504894256591797,23.64212989807129,23.706358591715496,23.66173044840495,23.609800974527996,23.47500737508138,23.615222930908203,23.57724380493164,23.295036951700848
"ATP synthase subunit beta, mitochondrial",ATP5B,28.111369450887043,27.805426279703777,27.785202026367188,27.79308573404948,27.977392196655273,27.61690394083659,27.82025146484375,27.80773671468099,27.842213312784832,27.77926762898763
Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1,MAP1B,25.409672419230144,25.012693405151367,25.024166742960613,25.05978266398112,24.943531036376953,25.47575314839681,25.011634826660156,25.01197878519694,24.76407305399577,24.83660952250163
Microtubule-associated protein 2,MAP2,24.38409996032715,23.672266642252605,24.704334259033203,24.025784810384113,25.069711685180664,24.50564130147298,24.633087158203125,24.761498769124348,23.547678629557293,23.13783327738444
Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2,MAP1A,23.876686731974285,23.688189188639324,24.288818359375,23.904687881469727,24.139896392822266,24.1357905069987,24.25178337097168,23.85332743326823,23.32354482014974,23.587530771891277
